variant,variant_label,base_method,rebalance_date,asset,sector,signal_source_date,lagged_sector_signal,sector_signal_z,tilt_multiplier,base_target_weight,target_weight,pretrade_weight,turnover,transaction_cost,tilt_strength
base,Base Equity Minimum Variance,minimum_variance,2022-10-03,USB,Financials,,,0.0,1.0,1.8894613676820444e-18,1.8894613676820444e-18,0.0,0.14087631152860292,0.00014087631152860292,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-10-03,V,Financials,,,0.0,1.0,0.0,0.0,0.0,0.14087631152860292,0.00014087631152860292,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-10-03,WFC,Financials,,,0.0,1.0,0.0,0.0,0.0,0.14087631152860292,0.00014087631152860292,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-10-03,WMT,Consumer,,,0.0,1.0,0.1,0.1,0.10439260774274652,0.14087631152860292,0.00014087631152860292,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-10-03,XOM,Energy,,,0.0,1.0,4.581408194691893e-18,4.581408194691893e-18,0.0,0.14087631152860292,0.00014087631152860292,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,ABBV,Healthcare,,,0.0,1.0,0.1,0.1,0.09265818711106581,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,ABT,Healthcare,,,0.0,1.0,0.0,0.0,1.434463722313037e-18,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,ADBE,Tech,,,0.0,1.0,0.0,0.0,0.0,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,AEP,Utilities,,,0.0,1.0,0.0,0.0,6.080668525650574e-18,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,AMD,Tech,,,0.0,1.0,1.5379012144492192e-18,1.5379012144492192e-18,8.56296217409911e-18,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,AMGN,Healthcare,,,0.0,1.0,0.1,0.1,0.10632777878043406,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,AMT,RealEstate,,,0.0,1.0,1.2455528584232016e-17,1.2455528584232016e-17,0.0,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,BA,Industrials,,,0.0,1.0,1.8764907602538716e-18,1.8764907602538716e-18,0.0,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,CAT,Industrials,,,0.0,1.0,1.045750723752975e-17,1.045750723752975e-17,5.354037586975944e-18,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,CCI,RealEstate,,,0.0,1.0,0.0,0.0,6.877271781162833e-19,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,CMCSA,Comm,,,0.0,1.0,0.0,0.0,0.0,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,COP,Energy,,,0.0,1.0,0.0,0.0,1.0850262467797883e-17,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,CVX,Energy,,,0.0,1.0,0.07616482364002314,0.07616482364002314,0.08523683909962163,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,D,Utilities,,,0.0,1.0,0.0,0.0,1.278414471170934e-17,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,DD,Materials,,,0.0,1.0,0.0,0.0,0.0,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,DIS,Consumer,,,0.0,1.0,0.0,0.0,0.0,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,DOW,Materials,,,0.0,1.0,0.0,0.0,4.552051343524808e-19,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,DUK,Utilities,,,0.0,1.0,0.04022984743902848,0.04022984743902848,0.0635486007009169,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,EA,Comm,,,0.0,1.0,0.1,0.1,0.09650191575057046,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,GE,Industrials,,,0.0,1.0,0.0,0.0,0.0,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,GILD,Healthcare,,,0.0,1.0,0.07354797852531306,0.07354797852531306,0.1127477095919665,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,GS,Financials,,,0.0,1.0,0.0,0.0,0.0,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,INTC,Tech,,,0.0,1.0,6.703264890983834e-18,6.703264890983834e-18,0.0,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,KO,Consumer,,,0.0,1.0,0.1,0.1,0.07554334828469593,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,MMM,Industrials,,,0.0,1.0,0.004422931048897878,0.004422931048897878,0.031572549455186304,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,MRK,Healthcare,,,0.0,1.0,0.1,0.1,0.08659945249142448,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,MS,Financials,,,0.0,1.0,2.3080310425444853e-18,2.3080310425444853e-18,0.0,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,NEE,Utilities,,,0.0,1.0,6.916273452684677e-18,6.916273452684677e-18,0.0,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,NEM,Materials,,,0.0,1.0,0.06004010401603056,0.06004010401603056,0.05151990050502861,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,NKE,Consumer,,,0.0,1.0,5.100395984242688e-18,5.100395984242688e-18,5.286115572909914e-18,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,NUE,Materials,,,0.0,1.0,0.0,0.0,0.0,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,NVDA,Tech,,,0.0,1.0,0.0,0.0,7.581793099428176e-18,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,O,RealEstate,,,0.0,1.0,0.09550192955290498,0.09550192955290498,0.07171957631361797,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,OXY,Energy,,,0.0,1.0,3.3767059722498217e-18,3.3767059722498217e-18,0.0,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,PLD,RealEstate,,,0.0,1.0,5.3422526746350526e-18,5.3422526746350526e-18,1.8143832709352999e-19,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,PSA,RealEstate,,,0.0,1.0,0.0,0.0,0.0,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,QCOM,Tech,,,0.0,1.0,0.0,0.0,0.0,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,SBUX,Consumer,,,0.0,1.0,0.0,0.0,0.0,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,SHW,Materials,,,0.0,1.0,0.0,0.0,0.011509516028174118,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,SLB,Energy,,,0.0,1.0,5.8174646807272596e-18,5.8174646807272596e-18,0.0,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,SO,Utilities,,,0.0,1.0,0.004652637846641993,0.004652637846641993,8.761660333406669e-18,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,T,Comm,,,0.0,1.0,8.376655063132677e-18,8.376655063132677e-18,9.826958095772568e-18,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,TMUS,Comm,,,0.0,1.0,0.0,0.0,0.0,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,TTWO,Comm,,,0.0,1.0,0.02139348730333942,0.02139348730333942,0.010810507788820489,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,UPS,Industrials,,,0.0,1.0,0.024046260627820497,0.024046260627820497,0.006422516278104204,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,USB,Financials,,,0.0,1.0,8.110872177673943e-18,8.110872177673943e-18,1.763475417872198e-18,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,V,Financials,,,0.0,1.0,0.0,0.0,0.0,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,WFC,Financials,,,0.0,1.0,2.7249840354481923e-18,2.7249840354481923e-18,0.0,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,WMT,Consumer,,,0.0,1.0,0.1,0.1,0.09728160182037257,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-11-01,XOM,Energy,,,0.0,1.0,0.0,0.0,5.154517826211889e-18,0.116577413003037,0.00011657741300303701,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,ABBV,Healthcare,,,0.0,1.0,0.1,0.1,0.10311344653536578,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,ABT,Healthcare,,,0.0,1.0,3.949450717970903e-18,3.949450717970903e-18,0.0,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,ADBE,Tech,,,0.0,1.0,0.0,0.0,0.0,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,AEP,Utilities,,,0.0,1.0,0.0,0.0,0.0,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,AMD,Tech,,,0.0,1.0,0.0,0.0,1.861735070687593e-18,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,AMGN,Healthcare,,,0.0,1.0,0.09999999999999999,0.09999999999999999,0.09990168525908323,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,AMT,RealEstate,,,0.0,1.0,0.0,0.0,1.2457241975869017e-17,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,BA,Industrials,,,0.0,1.0,5.130637324324701e-18,5.130637324324701e-18,2.2060132267675696e-18,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,CAT,Industrials,,,0.0,1.0,0.0,0.0,1.0696988681938853e-17,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,CCI,RealEstate,,,0.0,1.0,0.0,0.0,0.0,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,CMCSA,Comm,,,0.0,1.0,0.0,0.0,0.0,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,COP,Energy,,,0.0,1.0,6.694683661429767e-18,6.694683661429767e-18,0.0,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,CVX,Energy,,,0.0,1.0,0.07178276187362911,0.07178276187362911,0.07284400532908927,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,D,Utilities,,,0.0,1.0,0.004021845622880937,0.004021845622880937,0.0,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,DD,Materials,,,0.0,1.0,0.0,0.0,0.0,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,DIS,Consumer,,,0.0,1.0,3.677719005060944e-19,3.677719005060944e-19,0.0,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,DOW,Materials,,,0.0,1.0,0.0,0.0,0.0,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,DUK,Utilities,,,0.0,1.0,0.07138534708675538,0.07138534708675538,0.040826883739342096,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,EA,Comm,,,0.0,1.0,0.1,0.1,0.09738617392284302,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,GE,Industrials,,,0.0,1.0,0.0,0.0,0.0,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,GILD,Healthcare,,,0.0,1.0,0.08285005472277211,0.08285005472277211,0.07710996249871101,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,GS,Financials,,,0.0,1.0,6.944135702988482e-18,6.944135702988482e-18,0.0,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,INTC,Tech,,,0.0,1.0,2.9116198839813687e-21,2.9116198839813687e-21,6.729991571026764e-18,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,KO,Consumer,,,0.0,1.0,0.1,0.1,0.1002479889822861,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,MMM,Industrials,,,0.0,1.0,0.00853482135579017,0.00853482135579017,0.004196933477749788,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,MRK,Healthcare,,,0.0,1.0,0.1,0.1,0.10191330232228207,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,MS,Financials,,,0.0,1.0,0.0,0.0,2.4484054227278272e-18,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,NEE,Utilities,,,0.0,1.0,1.8859771688488354e-17,1.8859771688488354e-17,7.115396835829075e-18,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,NEM,Materials,,,0.0,1.0,0.023033425700946273,0.023033425700946273,0.06307541403575927,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,NKE,Consumer,,,0.0,1.0,2.6657722864070114e-18,2.6657722864070114e-18,5.653665928223832e-18,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,NUE,Materials,,,0.0,1.0,0.0,0.0,0.0,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,NVDA,Tech,,,0.0,1.0,4.383978619912359e-18,4.383978619912359e-18,0.0,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,O,RealEstate,,,0.0,1.0,0.06998984071423113,0.06998984071423113,0.09095645456009267,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,OXY,Energy,,,0.0,1.0,0.0,0.0,3.02708176707291e-18,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,PLD,RealEstate,,,0.0,1.0,9.471151783410957e-18,9.471151783410957e-18,5.321504374775604e-18,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,PSA,RealEstate,,,0.0,1.0,3.6986230864652235e-18,3.6986230864652235e-18,0.0,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,QCOM,Tech,,,0.0,1.0,0.0,0.0,0.0,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,SBUX,Consumer,,,0.0,1.0,1.601203957722269e-18,1.601203957722269e-18,0.0,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,SHW,Materials,,,0.0,1.0,0.0,0.0,0.0,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,SLB,Energy,,,0.0,1.0,0.0,0.0,5.398261029317674e-18,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,SO,Utilities,,,0.0,1.0,6.994851800705333e-18,6.994851800705333e-18,0.004548963147502179,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,T,Comm,,,0.0,1.0,0.019661011540071844,0.019661011540071844,8.297288662763427e-18,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,TMUS,Comm,,,0.0,1.0,0.0,0.0,0.0,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,TTWO,Comm,,,0.0,1.0,0.029219199686140635,0.029219199686140635,0.01787374842178119,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,UPS,Industrials,,,0.0,1.0,0.0021792863651945095,0.0021792863651945095,0.025707397266120386,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,USB,Financials,,,0.0,1.0,2.3641226780660737e-18,2.3641226780660737e-18,8.122604446820132e-18,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,V,Financials,,,0.0,1.0,0.0,0.0,0.0,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,WFC,Financials,,,0.0,1.0,5.104168383315328e-18,5.104168383315328e-18,2.6780734753004183e-18,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,WMT,Consumer,,,0.0,1.0,0.1,0.1,0.10029764050199173,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2022-12-01,XOM,Energy,,,0.0,1.0,0.01734240533158791,0.01734240533158791,0.0,0.09571929802648858,9.571929802648859e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,ABBV,Healthcare,,,0.0,1.0,0.09999999999999999,0.09999999999999999,0.10247136130770179,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,ABT,Healthcare,,,0.0,1.0,3.5048811754690295e-18,3.5048811754690295e-18,4.119204744836558e-18,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,ADBE,Tech,,,0.0,1.0,0.0,0.0,0.0,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,AEP,Utilities,,,0.0,1.0,2.7696294574997493e-17,2.7696294574997493e-17,0.0,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,AMD,Tech,,,0.0,1.0,2.6360100100703834e-17,2.6360100100703834e-17,0.0,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,AMGN,Healthcare,,,0.0,1.0,0.09999999999999999,0.09999999999999999,0.09372023399402073,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,AMT,RealEstate,,,0.0,1.0,1.738706742070334e-19,1.738706742070334e-19,0.0,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,BA,Industrials,,,0.0,1.0,2.612260875008642e-18,2.612260875008642e-18,5.583765455084496e-18,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,CAT,Industrials,,,0.0,1.0,0.0,0.0,0.0,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,CCI,RealEstate,,,0.0,1.0,0.0,0.0,0.0,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,CMCSA,Comm,,,0.0,1.0,6.26439703840168e-18,6.26439703840168e-18,0.0,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,COP,Energy,,,0.0,1.0,0.0,0.0,6.577433344691969e-18,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,CVX,Energy,,,0.0,1.0,0.06880002493410595,0.06880002493410595,0.07183227868472458,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,D,Utilities,,,0.0,1.0,0.019423598565751325,0.019423598565751325,0.0041699821397625444,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,DD,Materials,,,0.0,1.0,4.002665457926576e-18,4.002665457926576e-18,0.0,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,DIS,Consumer,,,0.0,1.0,0.0,0.0,3.336523555543214e-19,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,DOW,Materials,,,0.0,1.0,0.0,0.0,0.0,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,DUK,Utilities,,,0.0,1.0,0.06553315037227209,0.06553315037227209,0.07518890118542183,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,EA,Comm,,,0.0,1.0,0.09999999999999996,0.09999999999999996,0.09547820785696383,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,GE,Industrials,,,0.0,1.0,0.0,0.0,0.0,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,GILD,Healthcare,,,0.0,1.0,0.06797403820241368,0.06797403820241368,0.08344930016093716,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,GS,Financials,,,0.0,1.0,0.0,0.0,6.310774251992088e-18,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,INTC,Tech,,,0.0,1.0,7.101535495456435e-18,7.101535495456435e-18,2.6154347508555812e-21,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,KO,Consumer,,,0.0,1.0,0.09999999999999998,0.09999999999999998,0.1021987196684424,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,MMM,Industrials,,,0.0,1.0,0.00017596270520048226,0.00017596270520048226,0.008303562485164102,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,MRK,Healthcare,,,0.0,1.0,0.1,0.1,0.10365122927846183,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,MS,Financials,,,0.0,1.0,0.0,0.0,0.0,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,NEE,Utilities,,,0.0,1.0,0.0,0.0,1.902412902546132e-17,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,NEM,Materials,,,0.0,1.0,0.025496323525497053,0.025496323525497053,0.02368240319034826,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,NKE,Consumer,,,0.0,1.0,9.835334332719689e-18,9.835334332719689e-18,2.9151133690474033e-18,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,NUE,Materials,,,0.0,1.0,1.3514523330206162e-18,1.3514523330206162e-18,0.0,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,NVDA,Tech,,,0.0,1.0,0.0,0.0,3.869061773656314e-18,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,O,RealEstate,,,0.0,1.0,0.089054287982228,0.089054287982228,0.07221785377649703,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,OXY,Energy,,,0.0,1.0,0.0,0.0,0.0,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,PLD,RealEstate,,,0.0,1.0,4.258892924471002e-18,4.258892924471002e-18,9.325714475022814e-18,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,PSA,RealEstate,,,0.0,1.0,0.0,0.0,3.578256554242077e-18,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,QCOM,Tech,,,0.0,1.0,0.0,0.0,0.0,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,SBUX,Consumer,,,0.0,1.0,0.0,0.0,1.5883744523692479e-18,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,SHW,Materials,,,0.0,1.0,0.0,0.0,0.0,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,SLB,Energy,,,0.0,1.0,0.0,0.0,0.0,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,SO,Utilities,,,0.0,1.0,8.947643803997182e-18,8.947643803997182e-18,7.547088394366176e-18,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,T,Comm,,,0.0,1.0,0.029686474414180264,0.029686474414180264,0.0191865998202231,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,TMUS,Comm,,,0.0,1.0,1.3458471217772718e-17,1.3458471217772718e-17,0.0,0.05977576034787278,5.977576034787279e-05,0.0
base,Base Equity Minimum Variance,minimum_variance,2023-01-03,TTWO,Comm,,,0.0,1.0,0.027993917567442086,0.027993917567442086,0.02942088418921086,0.05977576034787278,5.977576034787279e-05,0.0
